parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.025,-0.04,0.055,0.0,0.0,5248.0,3019.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
sigma_residual,0.421,0.018,0.387,0.458,0.0,0.0,4678.0,2555.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.013,0.027,-0.038,0.067,0.0,0.0,5303.0,3304.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.021,0.029,-0.033,0.081,0.0,0.0,4406.0,3069.0,1.0,main,PA（%）,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.123,0.031,0.061,0.182,0.0,0.0,4205.0,2989.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[R1xday],0.144,0.032,0.082,0.204,0.0,0.0,4052.0,2755.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.138,0.035,0.071,0.209,0.001,0.001,4659.0,2697.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.282,0.039,0.208,0.362,0.001,0.001,4049.0,2413.0,1.0,main,医疗水平,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.117,0.028,0.061,0.172,0.0,0.0,5103.0,3162.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.185,0.027,0.133,0.24,0.0,0.001,5013.0,2489.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[生活垃圾无害化处理率],-0.015,0.03,-0.071,0.045,0.0,0.0,4869.0,3308.0,1.0,main,生活垃圾无害化处理率,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.013,0.033,-0.078,0.049,0.001,0.0,4029.0,3331.0,1.0,main,食品消费量,year_only_amplification,Year-only amplification,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
alpha,0.011,0.113,-0.208,0.228,0.004,0.003,669.0,1076.0,1.01,global,,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_province,0.63,0.087,0.475,0.815,0.003,0.002,668.0,1610.0,1.01,global,,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.234,0.01,0.215,0.256,0.0,0.0,2730.0,2428.0,1.0,global,,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.084,0.028,0.026,0.137,0.001,0.0,2543.0,2508.0,1.0,main,PM2.5,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],0.002,0.022,-0.041,0.044,0.0,0.0,2899.0,2920.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.005,0.019,-0.034,0.041,0.0,0.0,3100.0,2350.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.245,0.029,-0.301,-0.189,0.001,0.0,2494.0,2528.0,1.0,main,医疗水平,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",-0.029,0.063,-0.16,0.092,0.002,0.001,1650.0,1801.0,1.0,main,"卫生程度
（日污水处理能力）",province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.001,0.02,-0.039,0.038,0.0,0.0,3169.0,2830.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.142,0.063,0.023,0.267,0.001,0.001,1768.0,2111.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.023,0.029,-0.033,0.081,0.001,0.0,2871.0,2482.0,1.0,main,食品消费量,province_only_additive,Province-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
alpha,0.01,0.114,-0.235,0.207,0.005,0.003,611.0,1222.0,1.01,global,,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_province,0.63,0.087,0.466,0.801,0.003,0.002,1089.0,1708.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.233,0.01,0.213,0.253,0.0,0.0,3099.0,2855.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.028,0.018,-0.007,0.063,0.0,0.0,3737.0,2809.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.084,0.027,0.03,0.134,0.001,0.0,2748.0,2825.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.013,0.023,-0.061,0.03,0.0,0.0,3566.0,2811.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.006,0.019,-0.031,0.043,0.0,0.0,3895.0,3115.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.242,0.03,-0.3,-0.183,0.001,0.0,3183.0,2479.0,1.0,main,医疗水平,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",-0.023,0.062,-0.145,0.097,0.002,0.001,1597.0,2169.0,1.0,main,"卫生程度
（日污水处理能力）",province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.007,0.02,-0.035,0.048,0.0,0.0,3484.0,2876.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.14,0.063,0.018,0.262,0.001,0.001,1826.0,2338.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.025,0.029,-0.03,0.081,0.001,0.0,2979.0,2915.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
alpha,0.011,0.084,-0.16,0.173,0.002,0.002,1305.0,1615.0,1.0,global,,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_province,0.454,0.068,0.334,0.595,0.002,0.001,1357.0,1917.0,1.0,global,,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.171,0.203,0.0,0.0,3596.0,2650.0,1.0,global,,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.005,0.023,-0.042,0.048,0.0,0.0,4490.0,2947.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],0.001,0.019,-0.038,0.037,0.0,0.0,4448.0,2930.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.025,0.019,-0.012,0.063,0.0,0.0,4925.0,2702.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.145,0.05,0.045,0.238,0.001,0.001,3836.0,2645.0,1.0,main,医疗水平,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",0.088,0.052,-0.017,0.186,0.001,0.001,3017.0,2726.0,1.0,main,"卫生程度
（日污水处理能力）",province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.012,0.016,-0.02,0.042,0.0,0.0,4923.0,2951.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.033,0.059,-0.082,0.148,0.001,0.001,2608.0,2566.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.032,0.025,-0.08,0.016,0.0,0.0,4166.0,3042.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
alpha,0.005,0.084,-0.154,0.169,0.002,0.001,1181.0,2018.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_province,0.46,0.066,0.348,0.599,0.002,0.001,1300.0,1921.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.009,0.17,0.203,0.0,0.0,3909.0,3103.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.016,0.014,-0.011,0.043,0.0,0.0,5078.0,3247.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.005,0.023,-0.04,0.05,0.0,0.0,5709.0,3582.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.006,0.02,-0.044,0.034,0.0,0.0,5653.0,3099.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.026,0.019,-0.01,0.063,0.0,0.0,5853.0,2883.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.141,0.05,0.048,0.241,0.001,0.001,4049.0,2858.0,1.0,main,医疗水平,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",0.089,0.052,-0.012,0.192,0.001,0.001,3133.0,2583.0,1.0,main,"卫生程度
（日污水处理能力）",province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.015,0.016,-0.014,0.047,0.0,0.0,5748.0,3153.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.029,0.06,-0.087,0.15,0.001,0.001,2493.0,2434.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.031,0.025,-0.083,0.015,0.0,0.0,5382.0,3337.0,1.0,main,食品消费量,province_year_amplification,Province + year amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
alpha,0.009,0.024,-0.036,0.057,0.0,0.0,5079.0,2578.0,1.0,global,,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.413,0.018,0.379,0.447,0.0,0.0,5622.0,3014.0,1.0,global,,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.102,0.031,0.041,0.162,0.0,0.001,4085.0,3087.0,1.0,main,PM2.5,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],0.13,0.031,0.069,0.19,0.001,0.001,3464.0,2569.0,1.0,main,R1xday,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.11,0.036,0.036,0.176,0.001,0.001,4146.0,2922.0,1.0,main,TA（°C）,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.282,0.037,0.208,0.355,0.001,0.001,3990.0,2827.0,1.0,main,医疗水平,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",0.091,0.029,0.033,0.146,0.0,0.0,3671.0,2914.0,1.0,main,"卫生程度
（日污水处理能力）",year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.101,0.028,0.047,0.154,0.0,0.0,4795.0,2967.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.146,0.028,0.093,0.203,0.0,0.0,4002.0,2941.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.012,0.031,-0.05,0.07,0.001,0.0,3712.0,2750.0,1.0,main,食品消费量,year_only_additive,Year-only additive,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
alpha,0.01,0.024,-0.035,0.057,0.0,0.0,4816.0,3151.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.414,0.017,0.381,0.449,0.0,0.0,5604.0,3116.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.01,0.026,-0.043,0.062,0.0,0.0,3657.0,2710.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.102,0.032,0.043,0.17,0.001,0.0,4066.0,3208.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],0.128,0.032,0.067,0.191,0.001,0.001,3746.0,2525.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.112,0.035,0.039,0.179,0.001,0.001,4342.0,2925.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.28,0.039,0.2,0.354,0.001,0.001,3992.0,2702.0,1.0,main,医疗水平,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",0.091,0.029,0.038,0.152,0.0,0.0,4112.0,3112.0,1.0,main,"卫生程度
（日污水处理能力）",year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.103,0.028,0.05,0.159,0.0,0.0,3993.0,2789.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.147,0.028,0.093,0.2,0.0,0.0,4087.0,3230.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.011,0.032,-0.05,0.074,0.001,0.001,3919.0,3177.0,1.0,main,食品消费量,year_only_amplification,Year-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
alpha,0.006,0.114,-0.212,0.227,0.005,0.004,569.0,828.0,1.01,global,,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_province,0.622,0.083,0.479,0.793,0.003,0.002,925.0,1481.0,1.01,global,,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_residual,0.234,0.01,0.215,0.255,0.0,0.0,2646.0,2544.0,1.0,global,,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.085,0.026,0.037,0.139,0.001,0.0,2484.0,2374.0,1.0,main,PM2.5,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[R1xday],0.002,0.022,-0.04,0.046,0.0,0.0,2998.0,2567.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.005,0.019,-0.033,0.043,0.0,0.0,2679.0,2448.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.243,0.031,-0.307,-0.187,0.001,0.001,2277.0,2103.0,1.0,main,医疗水平,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],-0.014,0.025,-0.061,0.037,0.001,0.0,2489.0,1815.0,1.0,main,城市用水普及率,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.003,0.02,-0.037,0.04,0.0,0.0,2921.0,2517.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.136,0.064,0.007,0.258,0.002,0.001,1463.0,1761.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.022,0.029,-0.032,0.079,0.001,0.0,2080.0,2391.0,1.0,main,食品消费量,province_only_additive,Province-only additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
alpha,0.009,0.112,-0.211,0.223,0.005,0.003,543.0,611.0,1.01,global,,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_province,0.618,0.084,0.462,0.785,0.003,0.002,952.0,1545.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_residual,0.233,0.01,0.214,0.254,0.0,0.0,2735.0,2563.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.03,0.018,-0.005,0.065,0.0,0.0,3624.0,3119.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.085,0.026,0.033,0.137,0.001,0.0,2406.0,2450.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.013,0.024,-0.059,0.035,0.0,0.0,2837.0,2555.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.006,0.019,-0.032,0.041,0.0,0.0,3381.0,2750.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.235,0.03,-0.292,-0.173,0.001,0.001,2336.0,2047.0,1.0,main,医疗水平,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],-0.02,0.025,-0.07,0.028,0.0,0.0,2806.0,2692.0,1.0,main,城市用水普及率,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.009,0.02,-0.03,0.048,0.0,0.0,3246.0,2690.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.133,0.066,0.005,0.258,0.002,0.001,1610.0,1840.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.024,0.029,-0.033,0.082,0.001,0.0,2486.0,2705.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
alpha,0.008,0.088,-0.157,0.188,0.002,0.002,1286.0,1419.0,1.0,global,,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_province,0.485,0.07,0.362,0.629,0.002,0.001,874.0,1839.0,1.0,global,,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.17,0.202,0.0,0.0,3567.0,2999.0,1.0,global,,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.002,0.023,-0.046,0.043,0.0,0.0,3988.0,2525.0,1.01,main,PM2.5,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[R1xday],0.001,0.019,-0.038,0.038,0.0,0.0,4609.0,2816.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.025,0.019,-0.011,0.063,0.0,0.0,4780.0,3124.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.128,0.051,0.025,0.228,0.001,0.001,3446.0,2593.0,1.0,main,医疗水平,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.005,0.02,-0.033,0.046,0.0,0.0,4642.0,2965.0,1.0,main,城市用水普及率,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.008,0.016,-0.023,0.038,0.0,0.0,4456.0,3009.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.033,0.063,-0.082,0.162,0.001,0.001,2220.0,2499.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.035,0.025,-0.082,0.016,0.0,0.0,3678.0,3282.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
alpha,0.006,0.088,-0.164,0.187,0.002,0.002,1231.0,1781.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_province,0.49,0.07,0.373,0.633,0.002,0.001,999.0,1951.0,1.01,global,,province_year_amplification,Province + year amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.169,0.201,0.0,0.0,3346.0,2922.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.015,0.014,-0.012,0.043,0.0,0.0,5090.0,3277.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09926 | Province: No / Year: Yes,SYS_09926,systematic,Province: No / Year: Yes
