Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,temperature_proxy_variable,temperature_baseline,temperature_scenario,temperature_delta,amc_baseline,amc_scenario,amc_delta,baseline_mode,baseline_mode_label
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,"Hold climate and other covariates on their baseline paths, while scaling AMC down linearly each year until it reaches 50% of the baseline path in 2050.",median,28.629659469950855,-1.1468319400387967,27.482827529912058,-1.1468319400387976,115.39469490289476,115.39469490289476,0.0,TA（°C）,1.4174513632153836,1.4174513632153836,0.0,21.600071865568687,10.800035932784343,-10.800035932784343,lancet_ets,Lancet-like ETS baseline
上海,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.629659469950855,-0.582686643084806,28.04697282686605,-0.5826866430848057,115.39469490289476,98.13188859888889,-17.262806304005863,TA（°C）,1.4174513632153836,1.3726666666666674,-0.044784696548716196,21.600071865568687,21.600071865568687,0.0,lancet_ets,Lancet-like ETS baseline
云南,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.920048155908628,-0.26393037896114735,29.65611777694748,-0.2639303789611489,20.84046911840916,28.669034507777774,7.828565389368613,TA（°C）,1.6867311929954834,1.3966666666666685,-0.29006452632881485,26.550535242086106,26.550535242086106,0.0,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.979943203443046,1.3036597706437882,31.283602974086833,1.3036597706437867,12.931681364238123,10.57699756633333,-2.3546837979047925,TA（°C）,1.173994030107895,1.980666666666666,0.8066726365587709,37.273487314670355,37.273487314670355,0.0,lancet_ets,Lancet-like ETS baseline
北京,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,35.76044341101053,0.438556604720978,36.19900001573151,0.43855660472097924,85.51864526557621,78.02652234888889,-7.492122916687322,TA（°C）,1.4284527955482056,1.8153333333333328,0.3868805377851272,44.44022075017541,44.44022075017541,0.0,lancet_ets,Lancet-like ETS baseline
吉林,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.383208273313116,-0.15482530064669348,30.228382972666424,-0.1548253006466922,43.92574370177605,39.50213280333333,-4.423610898442718,TA（°C）,2.0153814116037148,2.0006666666666666,-0.014714744937048163,47.71998904898479,47.71998904898479,0.0,lancet_ets,Lancet-like ETS baseline
四川,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.173766644685863,0.20347353455598188,29.377240179241845,0.20347353455598238,15.418393935188469,22.801899606666666,7.383505671478197,TA（°C）,1.7197284302866265,1.7120000000000006,-0.0077284302866258425,8.560171142003576,8.560171142003576,0.0,lancet_ets,Lancet-like ETS baseline
天津,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.855126377909986,1.7510516329003096,30.606178010810297,1.7510516329003103,23.534591889264505,77.42274198777778,53.88815009851328,TA（°C）,1.5860886654694872,1.6859999999999982,0.09991133453051093,29.664842313094578,29.664842313094578,0.0,lancet_ets,Lancet-like ETS baseline
宁夏,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,25.51294639342082,0.697271692962383,26.2102180863832,0.6972716929623815,16.651113558278134,25.33953185888889,8.688418300610756,TA（°C）,1.4563861881516817,1.716333333333333,0.2599471451816513,48.49483968641171,48.49483968641171,0.0,lancet_ets,Lancet-like ETS baseline
安徽,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,19.923774906098103,1.4704040493433301,21.394178955441433,1.4704040493433297,0.39409082847862464,51.26230822,50.86821739152138,TA（°C）,1.550274700029004,1.5373333333333363,-0.0129413666956677,-21.22530456384885,-21.22530456384885,0.0,lancet_ets,Lancet-like ETS baseline
山东,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,26.049221862130043,-0.8879478086815714,25.161274053448473,-0.8879478086815702,66.69212283533625,55.803589681111106,-10.888533154225144,TA（°C）,1.905396997449165,1.5713333333333317,-0.3340636641158332,20.365719551595316,20.365719551595316,0.0,lancet_ets,Lancet-like ETS baseline
山西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.552800061741905,-0.2950800277292832,29.25772003401262,-0.2950800277292842,31.23025230049783,34.565724182222226,3.335471881724395,TA（°C）,1.875571851384927,1.6446666666666658,-0.23090518471826127,36.08507595798278,36.08507595798278,0.0,lancet_ets,Lancet-like ETS baseline
广东,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.227363841687712,2.6479201605547154,32.875284002242424,2.647920160554712,-8.631537342966666,62.067541930000004,70.69907927296667,TA（°C）,0.9705556516618655,1.3076666666666696,0.3371110150048041,17.00657975310681,17.00657975310681,0.0,lancet_ets,Lancet-like ETS baseline
广西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.42963585157488,-0.2444220343832444,30.185213817191634,-0.24442203438324483,6.445867726925684,49.83067259333333,43.38480486640765,TA（°C）,2.2632810128410634,1.371666666666666,-0.8916143461743975,7.288420506286016,7.288420506286016,0.0,lancet_ets,Lancet-like ETS baseline
新疆,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,25.323679693872077,-1.8053320642108832,23.518347629661193,-1.8053320642108837,3.9681688680408773,4.461665981555555,0.49349711351467773,TA（°C）,2.941051456417414,1.871666666666667,-1.069384789750747,57.514673175793874,57.514673175793874,0.0,lancet_ets,Lancet-like ETS baseline
江苏,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,24.48060382742358,-0.23907904479178285,24.241524782631796,-0.239079044791783,65.94019129570692,65.73131332111112,-0.2088779745958078,TA（°C）,1.6582233845184673,1.5213333333333363,-0.13689005118513098,24.77655191255693,24.77655191255693,0.0,lancet_ets,Lancet-like ETS baseline
江西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.672263369649695,-0.1062952291808415,29.565968140468854,-0.10629522918084078,52.036710167827735,51.118728623333325,-0.9179815444944097,TA（°C）,1.6536361897195344,1.6070000000000029,-0.04663618971953154,46.768596952979884,46.768596952979884,0.0,lancet_ets,Lancet-like ETS baseline
河北,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.61718234329627,-1.02537042965878,27.591811913637493,-1.0253704296587784,82.19397863597658,44.31620044444445,-37.87777819153213,TA（°C）,1.6888385267034949,1.7393333333333327,0.05049480662983785,38.76365370563721,38.76365370563721,0.0,lancet_ets,Lancet-like ETS baseline
河南,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,20.759177746012945,-4.602507692998486,16.15667005301446,-4.602507692998486,130.78396645835275,43.42512014,-87.35884631835276,TA（°C）,2.5944696915011694,1.3960000000000008,-1.1984696915011686,31.486217710380878,31.486217710380878,0.0,lancet_ets,Lancet-like ETS baseline
浙江,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,20.42076457436648,2.715492016070278,23.13625659043676,2.7154920160702787,-14.404012986043568,57.77258037555555,72.17659336159912,TA（°C）,1.193654729869327,1.5449999999999982,0.3513452701306712,23.25870146740567,23.25870146740567,0.0,lancet_ets,Lancet-like ETS baseline
海南,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,27.212778743264707,1.2522972251701838,28.465075968434892,1.2522972251701852,67.50588193236415,90.25252656111113,22.746644628746978,TA（°C）,0.7579403403345113,1.1016666666666666,0.3437263263321553,15.015436854802296,15.015436854802296,0.0,lancet_ets,Lancet-like ETS baseline
湖北,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.80911874474936,-2.0144172847882307,27.79470145996113,-2.0144172847882302,37.339883522154366,44.10463411222223,6.764750590067862,TA（°C）,2.8433712632862562,1.5429999999999993,-1.300371263286257,18.61951052742359,18.61951052742359,0.0,lancet_ets,Lancet-like ETS baseline
湖南,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,30.382399624793386,-1.6702866290419025,28.712112995751482,-1.6702866290419038,32.73558223131605,41.04730357333334,8.311721342017286,TA（°C）,2.649485484520736,1.5246666666666613,-1.1248188178540746,43.99171573933926,43.99171573933926,0.0,lancet_ets,Lancet-like ETS baseline
甘肃,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.760179756855663,0.3627155169143501,29.122895273770013,0.3627155169143492,8.398881438664631,11.491819511444442,3.092938072779811,TA（°C）,1.6325132922129513,1.7923333333333336,0.15982004112038228,19.419689852083195,19.419689852083195,0.0,lancet_ets,Lancet-like ETS baseline
福建,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,21.884734623855326,1.2181034246583415,23.102838048513668,1.2181034246583415,36.12441289967077,57.25718850222223,21.132775602551455,TA（°C）,1.0068762926840753,1.3583333333333345,0.3514570406492592,37.84027279164176,37.84027279164176,0.0,lancet_ets,Lancet-like ETS baseline
西藏,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.19774283428031,2.9393426883416787,31.137085522621987,2.9393426883416787,-0.5629474846893467,9.670869338444444,10.23381682313379,TA（°C）,0.373176860057352,1.924,1.550823139942648,45.447500000000055,45.447500000000055,0.0,lancet_ets,Lancet-like ETS baseline
贵州,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,19.382641036551693,-1.3316070230297794,18.051034013521914,-1.331607023029779,34.739959623708856,39.986400931111106,5.24644130740225,TA（°C）,2.3676179455051933,1.4946666666666673,-0.8729512788385261,53.879997114461325,53.879997114461325,0.0,lancet_ets,Lancet-like ETS baseline
辽宁,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,18.81700783666134,0.5328729719598585,19.349880808621197,0.5328729719598577,62.220191963655544,59.022854422222224,-3.1973375414333205,TA（°C）,1.5160741872309664,1.8843333333333323,0.3682591461023659,8.34132500091781,8.34132500091781,0.0,lancet_ets,Lancet-like ETS baseline
重庆,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,29.712679948108168,-1.6283845515813178,28.08429539652685,-1.6283845515813162,43.86207973077786,50.702087246666665,6.840007515888807,TA（°C）,2.541489009826258,1.466666666666665,-1.074822343159593,38.764598076770575,38.764598076770575,0.0,lancet_ets,Lancet-like ETS baseline
陕西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,31.853071955908835,-0.40651858462814056,31.446553371280693,-0.4065185846281416,31.38664933461126,30.985338111111115,-0.40131122350014437,TA（°C）,1.867632396481985,1.6356666666666673,-0.2319657298153177,1.899172380251592,1.899172380251592,0.0,lancet_ets,Lancet-like ETS baseline
青海,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,25.122361507963134,3.02900776330764,28.151369271270774,3.0290077633076393,5.951731028433,9.208859089222223,3.2571280607892232,TA（°C）,0.30453701292505897,2.0283333333333338,1.7237963204082747,42.948699921508776,42.948699921508776,0.0,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,median,28.704012042104328,1.40979919519104,30.11381123729537,1.4097991951910416,26.89610696780329,26.426009153333332,-0.470097814469959,TA（°C）,1.2997809773965963,2.1363333333333334,0.8365523559367372,14.309545206391352,14.309545206391352,0.0,lancet_ets,Lancet-like ETS baseline
上海,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,28.629659469950855,-1.6530623048555044,26.976597165095352,-1.6530623048555029,115.39469490289476,100.7618885988889,-14.632806304005854,TA（°C）,1.4174513632153836,0.6983333333333341,-0.7191180298820494,21.600071865568687,21.600071865568687,0.0,lancet_ets,Lancet-like ETS baseline
云南,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,29.920048155908628,-0.29112336145486745,29.62892479445376,-0.2911233614548685,20.84046911840916,26.833478952222222,5.993009833813062,TA（°C）,1.6867311929954834,1.412333333333331,-0.27439785966215235,26.550535242086106,26.550535242086106,0.0,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,29.979943203443046,0.9307649893599172,30.910708192802964,0.9307649893599184,12.931681364238123,10.066997566333333,-2.8646837979047906,TA（°C）,1.173994030107895,1.770333333333333,0.596339303225438,37.273487314670355,37.273487314670355,0.0,lancet_ets,Lancet-like ETS baseline
北京,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,35.76044341101053,-0.435956162532673,35.32448724847785,-0.4359561625326762,85.51864526557621,75.01652234888888,-10.502122916687327,TA（°C）,1.4284527955482056,1.3533333333333335,-0.07511946221487209,44.44022075017541,44.44022075017541,0.0,lancet_ets,Lancet-like ETS baseline
吉林,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,30.383208273313116,0.11934589406365087,30.50255416737677,0.11934589406365248,43.92574370177605,37.34324391444444,-6.5824997873316065,TA（°C）,2.0153814116037148,2.1990000000000007,0.18361858839628598,47.71998904898479,47.71998904898479,0.0,lancet_ets,Lancet-like ETS baseline
四川,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,29.173766644685863,-0.05348077119259087,29.120285873493273,-0.053480771192589316,15.418393935188469,21.680788495555554,6.262394560367085,TA（°C）,1.7197284302866265,1.5803333333333338,-0.13939509695329266,8.560171142003576,8.560171142003576,0.0,lancet_ets,Lancet-like ETS baseline
天津,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,28.855126377909986,1.0131307977471908,29.868257175657178,1.0131307977471913,23.534591889264505,71.77940865444444,48.244816765179934,TA（°C）,1.5860886654694872,1.3496666666666697,-0.23642199880281756,29.664842313094578,29.664842313094578,0.0,lancet_ets,Lancet-like ETS baseline
宁夏,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,25.51294639342082,0.31980033865658175,25.8327467320774,0.31980033865658086,16.651113558278134,24.402865192222222,7.751751633944089,TA（°C）,1.4563861881516817,1.5106666666666673,0.05428047851498552,48.49483968641171,48.49483968641171,0.0,lancet_ets,Lancet-like ETS baseline
安徽,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,19.923774906098103,1.0176373691950267,20.94141227529313,1.0176373691950253,0.39409082847862464,51.70341933111111,51.30932850263248,TA（°C）,1.550274700029004,1.2636666666666674,-0.28660803336233664,-21.22530456384885,-21.22530456384885,0.0,lancet_ets,Lancet-like ETS baseline
山东,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,26.049221862130043,-1.410125465093945,24.6390963970361,-1.4101254650939445,66.69212283533625,54.903589681111114,-11.788533154225135,TA（°C）,1.905396997449165,1.2799999999999994,-0.6253969974491655,20.365719551595316,20.365719551595316,0.0,lancet_ets,Lancet-like ETS baseline
山西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,29.552800061741905,-0.7014938446204017,28.851306217121504,-0.7014938446204013,31.23025230049783,33.551279737777776,2.3210274372799446,TA（°C）,1.875571851384927,1.4233333333333338,-0.4522385180515933,36.08507595798278,36.08507595798278,0.0,lancet_ets,Lancet-like ETS baseline
广东,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,30.227363841687712,2.675749982116017,32.90311382380373,2.6757499821160167,-8.631537342966666,60.231986374444446,68.86352371741111,TA（°C）,0.9705556516618655,1.3556666666666644,0.38511101500479883,17.00657975310681,17.00657975310681,0.0,lancet_ets,Lancet-like ETS baseline
广西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,30.42963585157488,-0.030432144349717527,30.399203707225162,-0.030432144349717305,6.445867726925684,48.61733926,42.17147153307432,TA（°C）,2.2632810128410634,1.5183333333333344,-0.744947679507729,7.288420506286016,7.288420506286016,0.0,lancet_ets,Lancet-like ETS baseline
新疆,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,25.323679693872077,-2.045739497428167,23.27794019644391,-2.0457394974281655,3.9681688680408773,4.213888203777778,0.2457193357369003,TA（°C）,2.941051456417414,1.7346666666666666,-1.2063847897507474,57.514673175793874,57.514673175793874,0.0,lancet_ets,Lancet-like ETS baseline
江苏,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,24.48060382742358,-0.4648347377193594,24.015769089704218,-0.4648347377193609,65.94019129570692,64.51353554333333,-1.4266557523735912,TA（°C）,1.6582233845184673,1.4096666666666664,-0.2485567178518009,24.77655191255693,24.77655191255693,0.0,lancet_ets,Lancet-like ETS baseline
江西,2050,strict_main_model,严筛主模型,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p10,29.672263369649695,-0.6309693660115088,29.041294003638185,-0.6309693660115094,52.036710167827735,49.63095084555556,-2.405759322272175,TA（°C）,1.6536361897195344,1.3243333333333354,-0.32930285638619905,46.768596952979884,46.768596952979884,0.0,lancet_ets,Lancet-like ETS baseline
